sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine	hgYMajor	hgYMinor	color	clusterAlias	shape
VK184	VK184	Greenland	Greenland	NorthernEurope	Greenland_VikingAge	Ancient	0	7	grey	61.18	-45.68	sg.impute	Margyaran_2020_Nature	NA	950	650	800	context	1.366270726	XY	H4a1a4b	0.99489	NA	1.1.3.4.2	Eurasia_5000BP_200BP	EuropeAtlantic_1800BP_600BP	R1a	R1a1a1b1a3a1	seagreen4	PostNeol_EuropeN	5
VK75	VK75	Greenland	Greenland	NorthernEurope	Greenland_VikingAge	Ancient	0	7	grey	64.25	-50.1	sg.impute	Margyaran_2020_Nature	NA	675	633	654	direct	0.286070695	XY	H54	0.99128	NA	1.1.3.3.1.2	Eurasia_5000BP_200BP	EuropeAtlantic_1800BP_600BP	R1b	R1b1a1b1a1	seagreen4	PostNeol_EuropeN	5
VK190	VK190	Greenland	Greenland	NorthernEurope	Greenland_VikingAge	Ancient	0	7	grey	60.55	-45.34	sg.impute	Margyaran_2020_Nature	NA	630	545	588	direct	6.775819737	XY	K1a+195	0.99741	NA	1.1.3.3.1.1	Eurasia_5000BP_200BP	EuropeAtlantic_1800BP_600BP	I1	I1	seagreen4	PostNeol_EuropeN	5
NEO254	NEO254	Koelbjerg	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.404	10.133	sg.impute	thisStudy	9285	10648	10282	10465	direct	0.41962998	XY	U5a2c	0.98978	NA	4.2.1.2.4	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1b	black	HG_EuropeW	24
NEO13	NEO13	Hedegaard (Bislev)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov;lowGpAvg	7	black	56.907	9.576	sg.impute	thisStudy	8680	9546	9475	9511	direct	0.013410307	XY	H2a2a1	0.95543	NA	NA	NA	NA	I	I	NA	NA	NA
NEO91	NEO91	Strøby Grøftemark	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.393	12.307	sg.impute	thisStudy	8212	9265	9002	9134	direct	1.176549838	XY	K1e	0.9925	NA	4.2.1.1.15	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1a2	black	HG_EuropeW	24
NEO759	NEO759	Køge Sønakke	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.402	12.367	sg.impute	thisStudy	8217	9264	8816	9040	direct	2.948103712	XY	U5b2a+@16192	0.99489	NA	4.2.1.1.11	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO587	NEO587	Kongemose	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	2d_rel_NEO932;ageUnreliable	7	black	55.583	11.551	sg.impute	thisStudy	6699	7475	7321	7398	direct	1.137560066	XY	U5b1	0.99318	NA	NA	NA	NA	I2a	I2a1a2	NA	NA	NA
NEO123	NEO123	Orehoved Sejlrende	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	54.96	11.85	sg.impute	thisStudy	7505	8321	8034	8178	direct	0.286386228	XX	U5b1b	0.98882	NA	4.2.1.2.3	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO122	NEO122	Orehoved Sejlrende	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	54.96	11.85	sg.impute	thisStudy	7415	8303	8009	8156	direct	0.564966744	XX	U5a2b	0.99035	NA	4.2.1.2.2	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO19	NEO19	Røntesten	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.27	10.472	sg.impute	thisStudy	7542	8317	8027	8172	direct	3.262849417	XY	U5a2b	0.9962	NA	4.2.1.1.2	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1b	black	HG_EuropeW	24
NEO600	NEO600	Vedbaek boldbaner	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov	7	black	55.848	12.56	sg.impute	thisStudy	7115	7935	7694	7815	direct	0.09979279	XY	K1e	0.98251	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO683	NEO683	Tybrind Vig	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.395	9.826	sg.impute	thisStudy	6905	7612	7430	7521	direct	1.81852777	XX	U5a2b	0.99303	NA	4.2.1.1.8	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO932	NEO932	Tudse Hage	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.249	11.228	sg.impute	thisStudy	6699	7475	7321	7398	direct	2.7601622	XX	K1e	0.99357	NA	4.2.1.1.1	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO589	NEO589	Korsør Nor	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.331	11.145	sg.impute	thisStudy	6760	7616	7334	7475	direct	7.410700578	XY	U5a2b	0.99638	NA	4.2.1.1.6	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1a2	black	HG_EuropeW	24
NEO791	NEO791	Korsör Nor	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.331	11.145	sg.impute	thisStudy	6263	7161	6905	7033	direct	2.492448215	XY	U5b1	0.99594	NA	4.2.1.1.1	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO814	NEO814	Bodal K	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov;lowGpAvg	7	black	55.586	11.538	sg.impute	thisStudy	6435	7251	6979	7115	direct	0.055288692	XX	U4a2	0.97498	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO748	NEO748	Henriksholm-Bøgebakken (Vedbæk)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov;lowGpAvg	7	black	55.853	12.559	sg.impute	thisStudy	6420	7307	6951	7129	direct	0.077028217	XY	U5b1d2	0.97333	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO749	NEO749	Henriksholm-Bøgebakken (Vedbæk)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.853	12.559	sg.impute	thisStudy	6260	7258	6885	7072	direct	1.905133435	XY	U5b1d2	0.99418	NA	4.2.1.1.10	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1a2	black	HG_EuropeW	24
NEO746	NEO746	Henriksholm-Bøgebakken (Vedbæk)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	contX5pct;lowGpAvg	7	black	55.853	12.559	sg.impute	thisStudy	6298	7166	6805	6986	direct	0.140011454	XY	U4a2	0.97522	NA	NA	NA	NA	I	I	NA	NA	NA
NEO745	NEO745	Henriksholm-Bøgebakken (Vedbæk)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.853	12.559	sg.impute	thisStudy	6140	6936	6666	6801	direct	0.447895875	XY	U5b1d2	0.98394	NA	4.2.1.2.1	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO747	NEO747	Henriksholm-Bøgebakken (Vedbæk)	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.853	12.559	sg.impute	thisStudy	6060	6892	6563	6728	direct	0.249427358	XY	R1b1	0.98283	NA	4.2.1.2.1	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1b	black	HG_EuropeW	24
NEO586	NEO586	Koed	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.371	10.573	sg.impute	thisStudy	6443	7161	6898	7030	direct	0.201188562	XY	U5a2c	0.98765	NA	4.2.1.2.6	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO583	NEO583	Koed	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.371	10.573	sg.impute	thisStudy	6400	7158	6802	6980	direct	0.176399089	XX	U5a2b	0.98058	NA	4.2.1.2.5	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO822	NEO822	Dragsholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov;lowGpAvg	7	black	55.768	11.388	sg.impute	thisStudy	6310	7159	6787	6973	direct	0.058121436	XX	U5a2b	0.97283	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO733	NEO733	Dragsholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.768	11.388	sg.impute	thisStudy	6223	6891	6746	6819	direct	1.316681951	XX	U5b2b	0.99308	NA	4.2.1.1.9	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO732	NEO732	Dragsholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	1d_rel_NEO733	7	black	55.768	11.388	sg.impute	thisStudy	6223	6886	6737	6812	direct	0.132446696	XX	U5b2b	0.98518	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO930	NEO930	Fannerup F	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	lowcov;lowGpAvg	7	black	56.4	10.714	sg.impute	thisStudy	6377	6988	6796	6892	direct	0.05312677	XY	U5b2b1a	0.97227	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO855	NEO855	Fannerup D	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.401	10.715	sg.impute	thisStudy	5821	6394	6203	6299	direct	1.382977	XY	U5b1b1+@16192	0.99469	NA	4.2.1.1.13	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1b1a2	black	HG_EuropeW	24
NEO570	NEO570	Fannerup E	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.401	10.718	sg.impute	thisStudy	5911	6449	6294	6372	direct	2.861753026	XX	U5b2c	0.99503	NA	4.2.1.1.5	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO568	NEO568	Ertebølle	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.812	9.179	sg.impute	thisStudy	5690	6392	6202	6297	direct	1.981486947	XY	U5b1	0.99417	NA	4.2.1.1.4	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO569	NEO569	Ertebølle	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	1d_rel_NEO568	7	black	56.812	9.179	sg.impute	thisStudy	5611	6287	6002	6145	direct	0.666140857	XY	U5b2a1a	0.99263	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO856	NEO856	Nederst	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.365	10.643	sg.impute	thisStudy	6289	6888	6667	6778	direct	0.56205807	XX	U5a2b	0.99326	NA	4.2.1.1.14	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO1	NEO1	Holmegård-Djursland	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	contSchmutzi5pct;contContamix5pct;lowcov;lowGpAvg	7	black	56.251	10.755	sg.impute	thisStudy	6092	6735	6452	6594	direct	0.015010326	XY	U5a'b	0.95435	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO852	NEO852	Norsminde	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.027	10.257	sg.impute	thisStudy	5800	6396	6215	6306	direct	0.189591791	XX	U5b1	0.98804	NA	4.2.1.2.10	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO751	NEO751	Bjørnsholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.874	9.215	sg.impute	thisStudy	5792	6405	6225	6315	direct	0.297822065	XY	U5b2b1a	0.98699	NA	4.2.1.2.9	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO941	NEO941	Havnø	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	56.709	10.171	sg.impute	thisStudy	5947	6446	6302	6374	direct	0.135296816	XX	U5b1b1+@16192	0.98128	NA	4.2.1.2.11	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO957	NEO957	Tingbjerggård Vest	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	ageUnreliable	7	black	NA	NA	sg.impute	thisStudy	NA	6264	6001	6133	direct	2.681651369	XY	HV0+195	0.99663	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO598	NEO598	Sølager	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.948	11.897	sg.impute	thisStudy	5553	6195	5941	6068	direct	0.727204432	XX	R1b1	0.99101	NA	4.2.1.1.7	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO853	NEO853	Langø Skaldynge	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.545	10.622	sg.impute	thisStudy	5496	6189	5900	6045	direct	1.964862968	XX	R1b1	0.99388	NA	4.2.1.1.12	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO3	NEO3	Vængesø II	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	contSchmutzi5pct;contContamix5pct;contX5pct;lowcov;lowGpAvg	7	black	56.146	10.552	sg.impute	thisStudy	5540	6266	5918	6092	direct	0.0251894	XY	U5a	0.96111	NA	NA	NA	NA	I	I	NA	NA	NA
NEO960	NEO960	Ravnsbjerggård II	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.581	11.578	sg.impute	thisStudy	5308	6167	5758	5963	direct	0.150141897	XY	U5b2a2	0.98384	NA	4.2.1.2.12	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2a	I2a1a	black	HG_EuropeW	24
NEO645	NEO645	Rødhals	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.914	11.091	sg.impute	thisStudy	5333	5916	5755	5836	direct	0.211986752	XY	K1e	0.98849	NA	4.2.1.2.7	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	I2	I2	black	HG_EuropeW	24
NEO962	NEO962	Dragsholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	black	55.768	11.388	sg.impute	thisStudy	5102	5907	5664	5785.5	direct	0.0357	XY	U5b2b	NA	NA	NA	NA	NA	I	I	NA	NA	NA
syltholm	syltholm	Syltholm	Denmark	NorthernEurope	Denmark_Mesolithic	Ancient	0	7	grey	54.65	11.35	sg.impute	Jensen_NatureCommunications_2019	5007	5858	5661	5759.5	direct	2.291787968	XX	K1e	0.99555	NA	4.2.1.1.16	Europe_15000BP_4000BP	Denmark_10500BP_6000BP	NA	NA	black	HG_EuropeW	24
NEO601	NEO601	Viksø Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.759	12.238	sg.impute	thisStudy	5041	5896	5718	5807	direct	0.082454989	XX	K1a2b	0.97651	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO891	NEO891	Roskilde Fjord (syd for Jyllinge)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.73	12.1	sg.impute	thisStudy	4939	5841	5586	5714	direct	0.595471133	XX	H	0.99411	NA	2.4.1.1.1.6	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO790	NEO790	Tysmose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.711	12.274	sg.impute	thisStudy	4959	5747	5588	5668	direct	0.685227719	XY	HV16	0.99249	NA	2.4.1.1.1.4	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO29	NEO29	Lohals	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.134	10.903	sg.impute	thisStudy	4843	5647	5471	5559	direct	0.530600133	XX	H	0.993	NA	2.4.1.1.2.1	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO595	NEO595	Pandebjerg	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.789	11.292	sg.impute	thisStudy	4910	5601	5488	5545	direct	0.218556781	XY	J1c	0.98883	NA	2.4.1.2.2.3	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO23	NEO23	Jorløse mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.601	11.312	sg.impute	thisStudy	4817	5593	5478	5536	direct	3.33772768	XY	U5b1b2	0.99615	NA	2.4.1.1.1.2	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO571	NEO571	Grøfte	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.404	11.497	sg.impute	thisStudy	4828	5594	5475	5535	direct	0.055230527	XX	H2a2a	0.96935	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO564	NEO564	Bygholm Nørremark	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	contX5pct;lowcov;lowGpAvg	7	black	55.875	9.812	sg.impute	thisStudy	4836	5594	5475	5535	direct	0.08169308	XY	J1c3j	0.97593	NA	NA	NA	NA	I2a	I2a1a	NA	NA	NA
NEO753	NEO753	Sigersdal Mose 2	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.772	12.213	sg.impute	thisStudy	4853	5589	5476	5533	direct	0.163364465	XX	J1c	0.98535	NA	2.4.1.2.2.1	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO7	NEO7	Sigersdal Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.761	12.258	sg.impute	thisStudy	4650	5601	4879	5240	direct	0.012718331	XY	H	0.95474	NA	NA	NA	NA	CT	CT	NA	NA	NA
NEO41	NEO41	Rude	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.994	10.248	sg.impute	thisStudy	4838	5588	5474	5531	direct	0.019503666	XY	J2a1a1a	0.95911	NA	NA	NA	NA	I	I	NA	NA	NA
NEO942	NEO942	Tissøe	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.575	11.294	sg.impute	thisStudy	4846	5658	5332	5495	direct	0.890575166	XX	T2b	0.99285	NA	2.4.1.2.2.2	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO28	NEO28	Salpetermosen syd 8	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.91	12.307	sg.impute	thisStudy	4773	5585	5336	5461	direct	0.922300627	XY	T2b11	0.99386	NA	2.4.1.1.1.3	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO886	NEO886	Dalmosegaard	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.989	12.419	sg.impute	thisStudy	4774	5589	5327	5458	direct	0.271693685	XY	H26	0.989	NA	2.4.1.2.1.6	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO866	NEO866	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.865	11.841	sg.impute	thisStudy	4743	5583	5330	5457	direct	1.521286722	XY	K1a2b	0.99382	NA	2.4.1.1.1.5	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	R1b	R1b1a	wheat2	Farmer_EuropeE_late	11
NEO865	NEO865	Lundby-Falster	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	54.865	11.841	sg.impute	thisStudy	4688	5315	5052	5184	direct	0.087009363	XY	J1c3g	0.97859	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO757	NEO757	Sejerby (Sejerø)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.902	11.118	sg.impute	thisStudy	4746	5582	5322	5452	direct	0.129920601	XX	T2b	0.98063	NA	2.4.1.2.1.5	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO945	NEO945	Læsten Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	56.485	9.827	sg.impute	thisStudy	4674	5576	5311	5444	direct	1.384502704	XX	H1b1	0.99346	NA	2.4.1.1.1.8	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO896	NEO896	Mandemarke	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.969	12.494	sg.impute	thisStudy	4698	5567	5320	5444	direct	0.121712208	XX	H4a1a1a	0.9807	NA	2.4.1.2.1.7	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO933	NEO933	Sludegård Sømose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.253	10.746	sg.impute	thisStudy	4688	5579	5297	5438	direct	0.522015892	XY	V	0.99172	NA	2.4.1.1.2.3	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2	I2	wheat2	Farmer_EuropeE_late	11
NEO43	NEO43	Rude	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.994	10.248	sg.impute	thisStudy	4725	5464	5319	5392	direct	0.108400524	XY	J2a1a1a	0.98017	NA	2.4.1.2.2.2	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I	I	wheat2	Farmer_EuropeE_late	11
NEO888	NEO888	Elkenøre	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	54.732	11.986	sg.impute	thisStudy	4647	5466	5311	5389	direct	0.062279348	XX	H5	0.97077	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO795	NEO795	Porsmose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.276	11.875	sg.impute	thisStudy	4710	5600	5059	5330	direct	0.033796083	XY	H24	0.96608	NA	NA	NA	NA	I2a	I2a1a2	NA	NA	NA
NEO744	NEO744	Vig Femhøve	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.856	11.59	sg.impute	thisStudy	4709	5576	5150	5363	direct	0.220878469	XY	K1a2a	0.9841	NA	2.4.1.2.2.1	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	Q1b	Q1b2	wheat2	Farmer_EuropeE_late	11
NEO702	NEO702	Jørlundegård	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowGpAvg	7	black	55.828	12.166	sg.impute	thisStudy	4619	5470	5071	5271	direct	0.149779951	XY	K1a1a2	0.9753	NA	NA	NA	NA	I	I	NA	NA	NA
NEO935	NEO935	Vibygårds Mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.564	12.016	sg.impute	thisStudy	4573	5442	5053	5248	direct	5.027509563	XY	H	0.99603	NA	2.4.1.1.2.1	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO597	NEO597	Storelyng (Øgårde boat III)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.587	11.574	sg.impute	thisStudy	4570	5448	4979	5214	direct	0.177413333	XY	U5b1b2	0.98576	NA	2.4.1.2.1.2	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	I2a	I2a1a2	wheat2	Farmer_EuropeE_late	11
NEO594	NEO594	Neverkær mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	contX5pct;lowcov;lowGpAvg	7	black	55.391	10.078	sg.impute	thisStudy	4528	5310	5051	5181	direct	0.054442799	XY	K1a+195	0.97393	NA	NA	NA	NA	I2a	I2a1b1a2	NA	NA	NA
NEO961	NEO961	Avlebjerg (Strøby)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.368	12.287	sg.impute	thisStudy	4510	5305	4992	5149	direct	0.022878791	XX	K1b1a1	0.96076	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEO599	NEO599	Vanløse mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.553	11.684	sg.impute	thisStudy	4485	5305	4976	5141	direct	0.19019233	XY	K2b1a	0.98721	NA	2.4.1.2.1.3	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	Q1b	Q1b	wheat2	Farmer_EuropeE_late	11
NEO602	NEO602	Storelyng (Østrup Homo II)	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.589	11.576	sg.impute	thisStudy	4523	5299	4979	5139	direct	0.088530764	XY	U5b2a1b	0.97841	NA	NA	NA	NA	I2	I2	NA	NA	NA
NEO33	NEO33	Vittrup	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	57.391	9.761	sg.impute	thisStudy	4513	5288	4990	5139	direct	0.052880539	XY	H2a	0.97035	NA	NA	NA	NA	I2a	I2a1a	NA	NA	NA
NEO566	NEO566	Døjringe	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	lowcov;lowGpAvg	7	black	55.484	11.579	sg.impute	thisStudy	4629	5291	4978	5135	direct	0.020553387	XY	U5b3	0.95807	NA	NA	NA	NA	I2a	I2a1a	NA	NA	NA
NEO898	NEO898	Svinninge Vejle	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	55.736	11.425	sg.impute	thisStudy	4539	5291	4871	5081	direct	3.801937495	XY	K1a3a	0.99573	NA	4.1.2.3.3	Europe_15000BP_4000BP	Sweden_5000BP	I2a	I2a1a2	grey	HG_EuropeE	22
NEO25	NEO25	Kainsbakke II	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	56.433	10.789	sg.impute	thisStudy	4464	5265	4867	5066	direct	0.356367248	XX	K1a+195	0.99158	NA	2.4.1.1.1.1	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
NEO925	NEO925	Myrebjerg mose	Denmark	NorthernEurope	Denmark_Neolithic	Ancient	0	7	black	54.771	10.675	sg.impute	thisStudy	NA	5027	4866	4947	context	0.294332844	XX	W1	0.9908	NA	2.4.1.2.1.8	EuropeWCAsia_25000BP_300BP	Scandinavia_5600BP_4600BP	NA	NA	wheat2	Farmer_EuropeE_late	11
